CustID,Recency_Weeks,Freq_Weeks,Monetary,Age,NumberProducts,F_FOOD,F_DRINKS,F_TOYS,F_HEALTH_BEAUTY,F_SPORTS_OUTDOOR,F_HOUSE,F_Cleaning,F_MAGAZINES,F_GROSSERIES,F_PLANTS_ANIMALS,F_CLOTHES,F_BABY,F_ENTERTAINMENT,F_COMPUTERS,F_SOUND_IMAGE,F_APPLIANCES,M_FOOD,M_DRINKS,M_TOYS,M_HOUSE,M_Cleaning,M_HEALTH_BEAUTY,M_SPORTS_OUTDOOR,M_MAGAZINES,M_GROSSERIES,M_PLANTS_ANIMALS,M_CLOTHES,M_BABY,M_ENTERTAINMENT,M_COMPUTERS,M_SOUND_IMAGE,M_APPLIANCES,M_SUM,F_MAX,validate1,validate2,validate3,validate4,validate5,Loyalty
5357,23,5,245.71,17,31,3,3,0,0,0,1,1,0,5,0,0,0,0,0,0,0,27.89,150.77,0,6.09,8.12,0,0,0,52.84,0,0,0,0,0,0,0,245.71,5,0,0,0,0,0,-18
5358,5,2,17.83,16,9,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,9.37,0,0,0,2.49,0,0,5.97,0,0,0,0,0,0,0,0,17.83,2,0,0,0,0,0,-3
5359,0,28,2446.16,59,797,23,9,6,1,0,1,17,8,20,0,5,10,0,0,0,0,916.05,95.31,100.95,10.97,350.62,8.79,0,210.57,444.23,0,96.88,194.79,0,0,0,0,2429.16,23,0,17,0,0,0,28
5360,15,2,186.1,21,39,2,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,43.67,85.31,0,35.47,0,0,0,0.75,9.9,11,0,0,0,0,0,0,186.1,2,0,0,0,0,0,-13
5361,10,2,27.6,28,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.62,0,0,0,0,0,0,4.98,0,0,0,0,0,0,0,0,27.6,1,0,0,0,0,0,-8
5363,0,52,3538.3,64,1496,52,34,1,11,0,19,41,3,52,1,1,0,0,0,0,0,1954.93,85.05,3.99,111.32,414.04,59.78,0,5.57,857.65,23.72,21.97,0,0,0,0,0,3538.02,56,0,0.28,0,0,0,52
5364,10,3,50.95,16,20,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,37.37,5.7,0,0,0,0,0,1.35,6.53,0,0,0,0,0,0,0,50.95,3,0,0,0,0,0,-7
5365,0,24,1206.19,19,645,24,19,5,4,0,10,15,7,24,20,4,0,0,0,0,0,422.75,37.97,158.41,56.18,112.49,52.36,0,46.48,257.4,28.25,33.9,0,0,0,0,0,1206.19,24,0,0,0,0,0,24
5366,0,50,1744.45,54,1103,49,46,0,0,0,3,30,4,45,8,2,0,0,0,0,0,887.16,215.01,0,10.47,100.99,0,0,24.79,451.66,54.23,0,0,0,0,0,0,1744.31,49,0,0.14,0,0,1.3,50
5367,0,37,1711.52,46,837,35,22,2,5,0,11,27,11,35,6,2,0,0,0,0,0,606.94,160.62,19.97,27.41,182.45,31,0,61.72,586.49,18.94,14.98,0,0,0,0,0,1710.52,35,0,1,0,0,0,37
5368,4,14,123.58,19,52,11,4,0,0,0,0,0,1,6,0,0,0,0,0,0,0,71.56,13.41,0,0,0,0,0,7,31.61,0,0,0,0,0,0,0,123.58,11,0,0,0,0,0,10
5369,2,3,215.52,25,57,3,1,0,0,0,2,2,2,2,0,0,0,0,0,0,0,75.16,1.39,0,42.74,18.53,0,0,37.69,40.01,0,0,0,0,0,0,0,215.52,3,0,0,0,0,0,1
5370,0,18,1014.73,50,328,16,7,1,2,0,3,8,7,11,1,1,0,0,0,0,0,381.2,43.14,39.99,13.45,93.62,77.06,0,190.99,131.31,7.99,35.98,0,0,0,0,0,1014.73,16,0,0,0,0,0,18
5371,45,1,21.65,22,9,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,16.07,4.37,0,0,0,1.21,0,0,0,0,0,0,0,21.65,1,0,0,0,0,0,-44
5372,0,52,1862.6,75,963,52,26,1,0,0,1,22,3,42,19,1,1,0,0,0,0,1046.43,62.52,37.97,3.91,293.23,0,0,7.78,241.88,71.99,50.94,45.95,0,0,0,0,1862.6,53,0,0,0,0,0,52
5373,1,2,39.69,18,24,2,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,14.55,0.69,0,0,6.81,4.59,0,0,13.05,0,0,0,0,0,0,0,39.69,2,0,0,0,0,0,1
5374,3,28,203.43,20,51,4,2,0,1,0,1,3,2,22,0,0,0,0,0,0,0,18.29,3.42,0,0.49,11.92,3.99,0,5.27,160.05,0,0,0,0,0,0,0,203.43,22,0,0,0,0,0,25
5375,5,14,242.95,22,89,7,2,1,0,0,1,10,4,11,1,0,0,0,0,0,0,50.67,2.59,37.98,4.97,60.91,0,0,31.84,46.5,7.49,0,0,0,0,0,0,242.95,11,0,0,0,0,0,9
5376,1,20,946.54,19,299,17,6,1,1,0,1,10,2,14,1,4,0,0,0,0,0,413.13,28.87,19.99,1,152.29,4.49,0,4.88,221.52,2.49,96.88,0,0,0,0,0,945.54,17,0,1,0,0,0,19
5377,51,1,40.59,17,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,29.97,0,0,0,0,9.99,0.63,0,0,0,0,0,0,0,40.59,1,0,0,0,0,0,-50
5378,2,13,399.42,26,168,13,6,0,3,0,2,6,0,11,6,1,0,0,0,0,0,155.18,20.68,0,27.59,28.12,20.82,0,0,83.6,45.44,17.99,0,0,0,0,0,399.42,13,0,0,0,0,0,11
5379,3,25,1410.07,28,296,14,12,0,0,0,19,10,0,14,0,3,0,0,0,0,0,290.28,114.15,0,468.28,222.83,0,0,0,280.57,0,33.96,0,0,0,0,0,1410.07,19,0,0,0,0,0,22
5380,3,18,540.32,21,81,10,2,2,7,0,2,7,1,6,0,1,2,0,0,0,0,149.87,38.46,52.97,15.33,128.26,81.82,0,1.58,30.07,0,29.98,11.98,0,0,0,0,540.32,10,0,0,0,0,0,15
5381,3,22,501.23,24,263,21,3,0,0,0,4,17,0,20,0,0,0,0,0,0,0,240.89,4.67,0,5.49,39.05,0,0,0,211.13,0,0,0,0,0,0,0,501.23,21,0,0,0,0,0,19
5382,3,16,584.37,18,284,14,7,4,0,0,1,11,2,14,0,1,0,0,0,0,0,318.01,11.58,22.95,3.99,67.88,0,0,27.32,119.65,0,12.99,0,0,0,0,0,584.37,14,0,0,0,0,0,13
5383,2,36,1299.33,26,498,33,17,2,3,0,3,27,6,28,2,0,0,0,0,0,0,500.66,92.59,5.28,2.58,367.03,11.64,0,46.06,269.08,4.41,0,0,0,0,0,0,1299.33,33,0,0,0,0,0,34
5385,1,26,438.44,24,244,25,8,0,0,0,3,8,13,13,5,1,0,0,0,0,0,292.26,7.01,0,11.57,51,0,0,15.84,35.24,19.52,2,0,0,0,0,0,434.44,25,0,4,0,0,0,25
5386,0,52,4560.44,55,2809,52,52,3,1,0,18,52,13,52,21,8,0,0,0,0,0,2365.3,400.5,43,135.05,633.88,1.8,0,46.57,859.75,26.68,47.91,0,0,0,0,0,4560.44,56,0,0,0,0,0,52
5387,3,2,50.44,33,18,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,41.97,1.09,0,3,2.59,0,0,0,1.79,0,0,0,0,0,0,0,50.44,2,0,0,0,0,0,-1
5389,0,29,3564.21,61,1426,28,18,3,1,0,9,19,8,27,2,4,4,0,0,0,0,1713.91,155.32,26.89,294.58,493.49,4.49,0,127.99,534.03,11.35,113.25,83.91,0,0,0,0,3559.21,28,0,5,0,0,0,29
5390,1,14,408.27,31,158,12,5,1,1,0,3,5,0,13,5,0,0,0,0,0,0,154.34,15.8,1.89,10.17,71.85,17.99,0,0,95.99,40.24,0,0,0,0,0,0,408.27,13,0,0,0,0,0,13
5391,0,20,938.78,19,203,7,3,2,3,0,5,13,0,7,1,1,4,0,0,0,0,139.9,34.61,61.12,104.89,297.33,14.2,0,0,112.92,6.99,12.99,150.83,0,0,0,0,935.78,13,0,3,0,0,0,20
5392,0,38,1161.23,61,424,35,24,2,2,0,5,22,11,20,0,0,0,0,0,0,0,447.38,241.58,103.92,15.25,147.21,28.98,0,76.34,100.57,0,0,0,0,0,0,0,1161.23,35,0,0,0,0,0,38
5393,17,1,8.94,17,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94,1,0,0,0,0,0,-16
5395,0,52,3157.83,66,1217,52,41,2,1,0,4,33,3,49,1,0,0,0,0,0,0,1408.72,470.18,80.95,46.33,316.98,4.49,0,102.21,723.98,2.99,0,0,0,0,0,0,3156.83,52,0,1,0,0,0,52
5396,2,17,279.89,21,74,14,4,2,0,0,2,3,2,4,1,0,0,0,0,0,0,199.4,15.19,24.99,13.57,7.83,0,0,12.22,5.7,0.99,0,0,0,0,0,0,279.89,14,0,0,0,0,0,15
5397,1,42,2381.91,42,874,38,26,2,12,0,6,33,9,36,1,1,1,0,0,0,0,999.52,102.83,27.89,69,464.6,225.47,0,45.98,427.66,2.99,3.98,5.99,0,0,0,0,2375.91,38,0,6,0,0,0,41
5399,2,26,1972.21,30,497,26,9,0,0,0,3,26,0,25,3,0,0,0,0,0,0,674.71,56.82,0,19.34,822.89,0,0,0,395.18,3.27,0,0,0,0,0,0,1972.21,26,0,0,0,0,0,24
5400,13,5,123.82,18,51,5,2,0,0,0,2,2,5,3,0,0,0,0,0,0,0,29.44,13.41,0,11.58,18.59,0,0,43.7,7.1,0,0,0,0,0,0,0,123.82,5,0,0,0,0,0,-8
5401,6,1,10.18,16,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.19,0,0,0,0,2.99,0,0,0,0,0,0,10.18,1,0,0,0,0,0,-5
5402,2,45,1579.53,59,619,43,16,1,1,0,6,24,9,31,2,3,0,0,0,0,0,840.56,98.62,8.99,34.18,256.06,19.02,0,94.15,189.43,6.57,31.95,0,0,0,0,0,1579.53,43,0,0,0,0,0,43
5403,0,26,622.25,37,131,8,4,0,0,0,3,12,3,21,4,1,0,0,0,0,0,280.86,37.21,0,27.92,115.33,0,0,4.23,88.01,47.72,20.97,0,0,0,0,0,622.25,21,0,0,0,0,0,26
5404,13,4,317.32,21,53,2,2,1,2,0,2,1,0,3,0,0,1,0,0,0,0,7.9,13.33,52.98,9.57,19.8,174.18,0,0,33.57,0,0,5.99,0,0,0,0,317.32,3,0,0,0,0,0,-9
5405,1,11,218.71,37,101,8,3,0,0,0,1,7,1,7,8,0,0,0,0,0,0,51.79,14.56,0,2.48,61.93,0,0,5.96,40.83,41.16,0,0,0,0,0,0,218.71,8,0,0,0,0,0,10
5406,0,31,1353.25,18,545,25,19,1,0,0,8,26,10,26,1,4,0,0,0,0,0,439.07,73.52,3.99,66.83,426.41,0,0,38.53,253.98,0.99,47.93,0,0,0,0,0,1351.25,26,0,2,0,0,0,31
5407,1,12,316.98,18,131,10,4,0,0,0,1,9,1,8,1,0,0,0,0,0,0,178.4,16.83,0,5.49,74.29,0,0,0.99,37,3.98,0,0,0,0,0,0,316.98,10,0,0,0,0,0,11
5408,2,17,602.25,64,218,15,10,0,1,0,8,9,6,10,2,0,0,0,0,0,0,244.81,114.91,0,73.01,104.31,4.95,0,12.91,40.87,6.48,0,0,0,0,0,0,602.25,15,0,0,0,0,0,15
5409,18,1,38.92,20,12,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,24.74,1.79,0,5.98,0,0,0,0,6.41,0,0,0,0,0,0,0,38.92,1,0,0,0,0,0,-17
5410,1,11,248.36,20,59,8,2,2,0,0,0,2,2,5,0,0,0,0,0,0,0,106.7,4.44,62.97,0,39.61,0,0,3.87,30.77,0,0,0,0,0,0,0,248.36,8,0,0,0,0,0,10
5411,0,52,4006.98,67,1494,52,48,5,1,0,10,43,13,52,1,1,0,0,0,0,0,2034.58,491.68,105.94,24.59,459.62,4.95,0,117.23,765.4,0.99,2,0,0,0,0,0,4006.98,54,0,0,0,0,0,52
5412,0,9,203.68,17,43,5,1,1,0,0,0,3,2,1,0,2,1,0,0,0,0,35.25,0.29,8.99,0,24.23,0,0,42.29,0.7,0,70.95,20.98,0,0,0,0,203.68,5,0,0,0,0,0,9
5413,1,36,3445.21,51,1454,36,27,4,0,0,6,23,14,33,0,9,0,0,0,0,0,1409.96,153.8,76.45,61.26,421.1,0,0,104.08,1052.86,0,164.7,0,0,0,0,0,3444.21,36,0,1,0,0,0,35
5414,1,42,1387.32,35,514,42,14,1,3,0,12,17,6,32,0,1,0,0,0,0,1,765.43,86.8,2.79,120.93,138.59,20.67,0,11,181.14,0,15.98,0,0,0,0,43.99,1387.32,42,0,0,0,0,0,41
5416,2,20,386.12,17,158,16,7,4,0,0,4,14,5,13,0,2,0,0,0,0,0,98.39,59.08,16.86,25.11,100.65,0,0,22.98,52.07,0,9.98,0,0,0,0,0,385.12,16,0,1,0,0,0,18
5417,14,14,378.41,18,136,12,5,0,1,0,1,9,0,10,0,0,0,0,0,0,0,193.03,44.08,0,0.99,51.65,4.35,0,0,84.31,0,0,0,0,0,0,0,378.41,12,0,0,0,0,0,0
5418,0,44,3114.44,46,864,41,25,0,0,0,11,20,5,32,4,4,5,0,0,0,0,1441.36,321.12,0,272.42,344.67,0,0,19.99,365.15,30.06,170.84,148.83,0,0,0,0,3114.44,41,0,0,0,0,0,44
5419,3,17,1489.47,39,504,17,10,0,0,0,2,11,0,15,1,0,2,0,0,0,0,756.25,117.95,0,11.98,204.04,0,0,0,359.02,11.26,0,28.97,0,0,0,0,1489.47,17,0,0,0,0,0,14
5420,0,31,2439.16,34,696,31,19,7,3,0,9,19,21,27,0,1,0,0,0,0,0,961.94,76.41,152.93,116.23,500.79,13.74,0,307.56,288.61,0,19.95,0,0,0,0,0,2438.16,31,0,1,0,0,0,31
5421,5,11,402.74,19,174,8,3,0,0,0,4,7,2,8,0,0,1,0,0,0,0,130.35,13.34,0,42.95,108.99,0,0,21.69,43.45,0,0,38.97,0,0,0,0,399.74,8,0,3,0,0,0,6
5422,0,12,325.13,22,125,9,4,0,0,0,3,11,3,8,0,0,0,0,0,0,0,61.43,14.41,0,13.67,173.28,0,0,12.31,50.03,0,0,0,0,0,0,0,325.13,11,0,0,0,0,0,12
5423,0,40,3121.07,40,973,40,31,1,1,0,8,31,1,25,3,2,0,0,0,0,0,909.73,618.7,0,29.7,908.67,5.89,0,16.84,552.32,21.69,48.93,0,0,0,0,0,3112.47,40,0,8.6,0,0,1.15,40
5425,6,16,324.46,38,157,15,2,0,0,0,1,3,2,13,4,0,0,0,0,0,0,170.11,1.94,0,10.68,10.54,0,0,6.5,96.05,28.64,0,0,0,0,0,0,324.46,15,0,0,0,0,0,10
5426,0,14,448.48,20,97,7,0,1,3,0,2,5,1,5,10,0,0,0,0,0,0,68.47,0,7.99,14.99,73.19,28.24,0,11.1,46.76,196.74,0,0,0,0,0,0,447.48,10,0,1,0,0,0,14
5427,3,20,925.85,17,395,20,18,0,0,0,1,19,0,20,1,0,0,0,0,0,0,203.07,87.3,0,2.49,295.43,0,0,0,326.57,10.99,0,0,0,0,0,0,925.85,20,0,0,0,0,0,17
5428,49,1,57.78,23,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,14.99,0,22.89,0,0,0,0,0,0,0,19.9,0,0,0,57.78,1,0,0,0,0,0,-48
5429,0,41,3675.46,46,652,38,21,3,1,0,12,23,5,31,11,11,12,0,0,0,0,1780.25,212.79,15.97,193.1,338.22,63.68,0,18.24,570.67,278.15,70.9,128.87,0,0,0,0,3670.84,38,0,4.62,0,0,0,41
5431,15,5,164.73,22,41,4,1,0,0,0,1,1,0,2,0,2,0,0,0,0,0,46.77,1.3,0,1.38,32.5,0,0,0,13.37,0,69.41,0,0,0,0,0,164.73,4,0,0,0,0,0,-10
5432,2,24,852.94,19,274,21,4,0,7,0,1,19,1,17,1,0,0,0,0,0,0,417.96,8.77,0,2.99,224.51,100.01,0,1.54,84.98,12.18,0,0,0,0,0,0,852.94,21,0,0,0,0,0,22
5434,0,12,608.61,50,101,8,3,3,0,0,3,6,4,1,0,1,2,0,0,0,0,140.67,9.08,144.96,77.39,76.17,0,0,39.7,32.88,0,31.88,55.88,0,0,0,0,608.61,8,0,0,0,0,0,12
5438,34,3,28.44,26,18,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18.5,1.9,0,0,0,0,0,0,8.04,0,0,0,0,0,0,0,28.44,3,0,0,0,0,0,-31
5439,37,2,26.57,36,12,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,12.79,0,0,0,8.9,0,0,0,4.88,0,0,0,0,0,0,0,26.57,2,0,0,0,0,0,-35
5440,7,7,109.85,27,20,3,1,0,1,0,1,4,0,3,0,0,0,0,0,0,0,12.07,2.18,0,9.99,63.04,16.99,0,0,5.58,0,0,0,0,0,0,0,109.85,4,0,0,0,0,0,0
5441,2,10,718.54,30,142,10,4,0,0,0,0,6,0,9,1,0,0,0,0,0,0,608.87,9.99,0,0,34.19,0,0,0,64,1.49,0,0,0,0,0,0,718.54,10,0,0,0,0,0,8
5443,0,42,1054.57,53,418,40,35,1,1,0,9,21,6,30,0,0,0,0,0,0,0,404.09,251.45,5.99,51.7,104.65,11.99,0,39.37,179.33,0,0,0,0,0,0,0,1048.57,40,0,6,0,0,0,42
5444,0,25,1145.27,35,469,21,16,2,3,0,6,17,2,17,1,0,1,0,0,0,0,385.33,190.15,21.98,43.99,191.7,9.08,0,60.14,230.73,1.19,0,10.98,0,0,0,0,1145.27,21,0,0,0,0,0,25
5445,0,42,1524.91,38,470,39,9,0,2,0,2,12,5,35,3,2,2,0,0,0,0,658.29,65.91,0,14.72,192.58,66.39,0,27.26,338.6,20.27,82.91,57.98,0,0,0,0,1524.91,39,0,0,0,0,0,42
5446,2,11,362.89,61,131,10,3,0,0,0,2,5,5,8,0,2,0,0,0,0,0,143.7,93.1,0,3.94,28.49,0,0,13.18,62.54,0,17.94,0,0,0,0,0,362.89,10,0,0,0,0,0,9
5447,13,3,82.36,16,28,2,2,1,0,0,3,1,1,2,0,1,0,0,0,0,0,30.5,0.43,3.99,10.42,15.87,0,0,0.89,7.27,0,12.99,0,0,0,0,0,82.36,3,0,0,0,0,0,-10
5449,2,41,1388.04,26,594,38,11,1,0,0,6,25,8,32,2,0,0,0,0,0,0,759,35.77,7.99,41.09,280.61,0,0,11.39,247.22,4.97,0,0,0,0,0,0,1388.04,38,0,0,0,0,0,39
5450,0,14,227.5,21,102,9,3,1,0,0,4,0,4,9,0,1,0,1,0,0,0,30.07,8.59,8.89,42.87,0,0,0,46.35,74.84,0,4.99,0,10.9,0,0,0,227.5,9,0,0,0,0,0,14
5451,1,52,4524.23,58,1790,51,51,0,2,0,3,39,10,47,12,4,0,0,0,0,0,2463.2,1013.12,0,12.77,439.48,24.03,0,105.26,366.85,81.56,17.96,0,0,0,0,0,4524.23,51,1,0,0,0,0,51
5452,15,5,389.87,31,166,5,5,0,0,0,1,3,0,5,0,1,0,0,0,0,0,153.81,112.21,0,19.57,41.73,0,0,0,48.57,0,11.98,0,0,0,0,0,387.87,5,0,2,0,0,0,-10
5453,4,42,2177.31,67,1497,34,15,1,10,0,14,30,2,34,20,1,0,0,0,0,0,1334.99,40.73,13.99,48.59,244.52,35.58,0,14.17,329,112.75,2.99,0,0,0,0,0,2177.31,34,0,0,0,0,0,38
5454,0,16,733.34,38,270,13,6,0,2,0,3,10,0,9,1,1,0,0,0,0,0,376.66,33.6,0,31.36,142.94,9.95,0,0,115.55,16.28,7,0,0,0,0,0,733.34,13,0,0,0,0,0,16
5455,2,42,783.8,53,419,35,17,0,8,0,5,16,11,32,1,0,0,0,0,0,0,369.83,31.13,0,21.33,64.98,64.36,0,71.91,157.27,2.99,0,0,0,0,0,0,783.8,35,0,0,0,0,0,40
5456,7,10,75.48,21,40,4,0,0,0,0,0,3,1,10,0,0,0,0,0,0,0,4.83,0,0,0,4.78,0,0,0.85,65.02,0,0,0,0,0,0,0,75.48,10,0,0,0,0,0,3
5457,0,46,2753.4,46,868,40,19,0,20,0,18,33,11,39,2,7,0,0,0,0,0,703.77,64.5,0,164.19,473.69,667.18,0,80.85,435.37,2,158.85,0,0,0,0,0,2750.4,40,0,3,0,0,0,46
5458,0,36,2079.27,63,933,32,24,0,9,0,7,23,4,32,29,2,0,0,0,0,0,862.47,135.23,0,41.98,210.86,187.48,0,11.05,423.26,191.96,14.98,0,0,0,0,0,2079.27,32,0,0,0,0,0,36
5459,9,3,23.24,21,15,2,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,5.87,1,0,0,3.72,0,0,8.79,3.86,0,0,0,0,0,0,0,23.24,2,0,0,0,0,0,-6
5461,1,6,146.55,35,97,3,2,1,0,0,0,5,1,3,1,1,0,0,0,0,0,21.09,12.77,14.99,0,66.47,0,0,1.29,23.06,2.89,3.99,0,0,0,0,0,146.55,5,0,0,0,0,0,5
5462,21,21,1823.9,16,442,14,13,3,2,0,8,8,3,17,7,1,2,0,0,0,0,379.27,292.07,160.73,113.81,134,113.59,0,3.79,425.97,22.18,7.99,79.98,0,0,0,0,1733.38,17,0,90.52,0,0,0,0
5464,4,6,182.65,25,54,5,3,1,0,0,3,1,1,2,0,0,0,0,0,0,0,88.49,34.32,9.99,27.46,1.98,0,0,8.91,11.5,0,0,0,0,0,0,0,182.65,5,0,0,0,0,0,2
5465,0,21,400.66,25,231,17,8,0,1,0,6,6,1,16,0,0,0,0,0,0,0,167.46,9.29,0,39.03,50.7,18.99,0,5.97,109.22,0,0,0,0,0,0,0,400.66,17,0,0,0,0,0,21
5466,7,2,117.8,21,25,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,11.22,86.09,0,6.98,0,0,0,0,7.54,5.97,0,0,0,0,0,0,117.8,2,0,0,0,0,0,-5
5467,0,39,1205.68,57,367,31,27,0,4,0,8,30,1,22,0,0,0,0,0,0,0,289.54,83.05,0,7.82,588.77,84.51,0,2.29,149.7,0,0,0,0,0,0,0,1205.68,31,0,0,0,0,0,39
5468,0,10,290.93,17,62,3,2,0,0,0,2,7,2,7,0,0,0,0,0,0,0,43.85,0.3,0,27.02,151.44,0,0,21.24,47.08,0,0,0,0,0,0,0,290.93,7,0,0,0,0,0,10
5469,3,11,1068.71,26,292,7,3,0,0,0,7,9,5,9,9,2,0,0,0,0,0,366.28,6.97,0,58.96,143.65,0,0,58.05,210.03,205.79,15.98,0,0,0,0,0,1065.71,9,0,3,0,0,0,8
5470,0,25,1094.66,21,453,25,3,0,0,0,1,10,2,24,0,0,0,0,0,0,0,814.65,17.34,0,1.39,80.3,0,0,16.63,151.35,0,0,0,0,0,0,0,1081.66,25,0,13,0,0,0,25
5471,50,3,20.85,20,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.96,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,20.85,2,1,0,0,0,0,-47
5472,14,4,193.25,17,39,3,2,1,0,0,0,2,2,2,0,0,0,0,0,0,0,114.24,22.53,9.99,0,7.27,0,0,15.72,23.5,0,0,0,0,0,0,0,193.25,3,0,0,0,0,0,-10
5473,22,7,64.76,18,26,4,0,0,1,0,0,1,1,5,0,0,0,0,0,0,0,11.89,0,0,0,1.09,17.99,0,5.9,27.89,0,0,0,0,0,0,0,64.76,5,0,0,0,0,0,-15
5474,0,33,1135.23,43,486,32,30,0,4,0,5,19,9,28,0,0,0,0,0,0,0,423.55,125.01,0,25.96,104.61,239.88,0,32.95,183.27,0,0,0,0,0,0,0,1135.23,32,0,0,0,0,0,33
5475,3,16,2810.4,47,1217,16,13,1,0,0,2,14,0,13,4,2,0,0,0,0,0,1622.79,50.82,30.98,3.58,353,0,0,0,726.64,9.19,12.98,0,0,0,0,0,2809.98,16,0,0.42,0,0,0,13
5476,1,33,921.54,60,224,29,6,1,0,0,8,10,1,12,0,2,0,0,0,0,0,407.53,95.66,69.89,145.53,68.26,0,0,1.39,128.29,0,4.99,0,0,0,0,0,921.54,29,0,0,0,0,0,32
5478,1,20,467.73,38,209,19,5,0,0,0,4,13,2,14,2,4,0,0,0,0,0,149.3,13.92,0,49.11,147.24,0,0,3.75,71.44,12.98,18.99,0,0,0,0,0,466.73,19,0,1,0,0,0,19
5480,21,1,1.5,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,0,0,0,0,0,-20
5481,6,17,448.56,17,141,15,9,0,0,0,2,2,1,15,1,0,0,0,0,0,0,177.01,111.74,0,4.49,4.31,0,0,0.65,149.24,0.99,0,0,0,0,0,0,448.43,15,0,0.13,0,0,0,11
5482,45,1,46.3,19,19,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2.94,6.44,0,2,22.33,0,0,1.99,10.6,0,0,0,0,0,0,0,46.3,1,0,0,0,0,0,-44
5483,1,34,1965.83,33,654,33,5,1,4,0,11,16,10,28,3,3,0,0,0,0,0,1123.83,21.48,2.99,118.36,258.82,37.67,0,95.73,197.66,5.9,97.89,0,0,0,0,0,1960.33,33,0,5.5,0,0,0,33
5484,8,22,1402.08,44,449,21,13,8,0,0,6,14,7,15,1,0,0,0,0,0,0,787.93,98.88,65.23,40.75,191.96,0,0,74.67,133.69,5.97,0,0,0,0,0,0,1399.08,21,0,3,0,0,0,14
5485,2,49,2829.45,37,1169,44,42,2,0,0,12,35,7,49,30,1,1,0,0,0,0,885.94,246.63,59.99,152.61,612.06,0,0,19.46,532.06,316.21,1,3.49,0,0,0,0,2829.45,49,0,0,0,0,0,47
5486,1,5,62.78,39,28,3,1,1,0,0,0,3,0,2,0,2,0,0,0,0,0,20.51,1.38,6,0,20.5,0,0,0,9.41,0,4.98,0,0,0,0,0,62.78,3,0,0,0,0,0,4
5487,1,13,2849.46,48,556,11,7,0,0,0,6,10,0,11,9,1,0,0,0,0,0,1022.39,562.38,0,200.4,666.83,0,0,0,281.98,72.52,42.96,0,0,0,0,0,2849.46,11,0,0,0,0,0,12
5488,0,16,244.38,16,76,16,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,183.1,0,0,2.59,0,0,0,0,58.69,0,0,0,0,0,0,0,244.38,16,0,0,0,0,0,16
5489,0,31,1576.79,22,606,27,20,3,2,0,5,16,6,17,0,1,1,0,0,0,0,718.56,98.75,99.88,97.72,217.15,28.43,0,67.66,234.65,0,4.99,8,0,0,0,0,1575.79,27,0,1,0,0,0,31
5490,1,32,2399.43,53,1076,31,29,0,1,0,6,26,15,31,23,0,0,0,0,0,0,830.37,171.91,0,54.37,364.09,62.18,0,25.59,735.54,155.38,0,0,0,0,0,0,2399.43,31,0,0,0,0,0,31
5492,1,16,1053.87,40,264,12,5,0,4,0,3,7,3,6,5,0,0,0,0,0,0,351.3,37.01,0,49.85,300.11,115.65,0,37.97,114.27,47.71,0,0,0,0,0,0,1053.87,12,0,0,0,0,0,15
5493,1,26,1210.53,62,674,26,21,2,0,0,1,14,2,24,4,3,0,0,0,0,0,356.09,98.11,2.98,0.99,50.33,0,0,11.51,664.27,10.26,12.99,0,0,0,0,0,1207.53,26,0,3,0,0,0,25
5494,40,4,37.34,18,13,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,25.63,2.27,0,0,4.74,0,0,0,4.7,0,0,0,0,0,0,0,37.34,3,0,0,0,0,0,-36
5495,4,18,582.49,35,211,18,7,0,0,0,7,11,0,11,3,0,0,0,0,0,0,332.47,62.45,0,69.14,50.18,0,0,0,56.2,9.05,0,0,0,0,0,0,579.49,18,0,3,0,0,0,14
5496,7,7,347.28,16,69,3,3,1,0,0,4,3,1,3,0,0,0,0,0,0,0,118.76,98.34,10,43.29,24.5,0,0,0.75,51.64,0,0,0,0,0,0,0,347.28,4,0,0,0,0,0,0
