CustID,Recency_Weeks,Freq_Weeks,Monetary,Age,NumberProducts,F_FOOD,F_DRINKS,F_TOYS,F_HEALTH_BEAUTY,F_SPORTS_OUTDOOR,F_HOUSE,F_Cleaning,F_MAGAZINES,F_GROSSERIES,F_PLANTS_ANIMALS,F_CLOTHES,F_BABY,F_ENTERTAINMENT,F_COMPUTERS,F_SOUND_IMAGE,F_APPLIANCES,M_FOOD,M_DRINKS,M_TOYS,M_HOUSE,M_Cleaning,M_HEALTH_BEAUTY,M_SPORTS_OUTDOOR,M_MAGAZINES,M_GROSSERIES,M_PLANTS_ANIMALS,M_CLOTHES,M_BABY,M_ENTERTAINMENT,M_COMPUTERS,M_SOUND_IMAGE,M_APPLIANCES,M_SUM,F_MAX,validate1,validate2,validate3,validate4,validate5,Loyalty
1626,1,31,1113.76,28,573,29,28,1,1,0,7,13,25,23,27,2,0,0,0,0,0,227.01,136.46,0.45,32.93,159.64,18.98,0,235.35,148.79,116.77,22.97,0,0,0,0,0,1099.35,29,0,14.41,0,0,0,30
1627,0,3,149.19,21,34,3,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,54.77,6.79,9.99,2.99,74.65,0,0,0,0,0,0,0,0,0,0,0,149.19,3,0,0,0,0,0,3
1628,7,11,267.38,27,139,11,10,0,0,0,0,5,0,5,3,0,0,0,0,0,0,167.21,52.91,0,0,21.05,0,0,0,17.24,8.97,0,0,0,0,0,0,267.38,11,0,0,0,0,0,4
1629,1,3,94.57,26,30,2,1,0,1,0,1,2,1,2,1,0,0,0,0,0,0,5.91,2.54,0,4.99,49.07,14.48,0,4.99,10.82,1.77,0,0,0,0,0,0,94.57,2,0,0,0,0,0,2
1630,14,5,46.35,22,27,4,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,28.36,2.9,0,0,5.05,0,0,0,10.04,0,0,0,0,0,0,0,46.35,4,0,0,0,0,0,-9
1631,2,8,268.24,34,71,7,5,0,0,0,2,2,0,2,0,0,0,0,0,0,0,185.55,33.16,0,16.06,13.89,0,0,0,19.58,0,0,0,0,0,0,0,268.24,7,0,0,0,0,0,6
1632,48,1,18.24,18,10,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,10.01,1.7,1.99,1.87,0,0,0,0,2.67,0,0,0,0,0,0,0,18.24,1,0,0,0,0,0,-47
1633,9,5,193.49,16,103,5,5,0,0,0,0,3,1,5,0,0,0,0,0,0,0,71.05,26.21,0,0,22.38,0,0,31.78,42.07,0,0,0,0,0,0,0,193.49,5,0,0,0,0,0,-4
1634,0,52,5014.57,67,2130,52,47,1,0,0,10,52,8,51,9,2,0,0,0,0,0,2960.56,228.18,5.99,58.74,848.07,0,0,29.64,830.53,21.9,30.96,0,0,0,0,0,5014.57,58,0,0,0,0,0,52
1637,0,5,49.77,36,14,3,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,24.36,1.67,0,0,8.99,0,0,0,5.78,0,8.97,0,0,0,0,0,49.77,3,0,0,0,0,0,5
1638,29,4,58.69,18,20,4,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,23.67,0,5,0,8.32,0,0,0,21.7,0,0,0,0,0,0,0,58.69,4,0,0,0,0,0,-25
1639,12,8,737.16,25,259,6,5,0,1,0,2,7,7,8,1,0,0,0,0,0,1,192.48,37.88,0,27.64,134.48,31.63,0,37.13,228.53,2.89,0,0,0,0,0,44.5,737.16,8,0,0,0,0,0,-4
1640,0,21,522.22,50,180,12,11,1,0,0,4,8,2,11,3,1,0,0,0,0,0,219.87,48.44,8.99,75.54,73.61,0,0,21.72,53.17,11.89,8.99,0,0,0,0,0,522.22,12,0,0,0,0,0,21
1641,0,32,4531.16,50,1757,30,24,4,1,0,5,25,4,27,0,4,0,0,0,0,0,2602.88,212.68,158.89,84.67,684.85,10.58,0,43.46,701.23,0,23.92,0,0,0,0,0,4523.16,30,0,8,0,0,0,32
1642,0,20,956.42,26,271,14,9,0,0,0,1,9,1,7,16,0,0,0,0,0,0,307.53,151.44,0,3.99,103.93,0,0,0.79,110.84,274.9,0,0,0,0,0,0,953.42,16,0,3,0,0,0,20
1643,1,15,548.54,28,204,11,9,1,1,0,7,6,4,13,0,1,0,0,0,0,0,148.25,26.29,1.99,91.76,91.94,3.9,0,45.6,130.83,0,7.98,0,0,0,0,0,548.54,13,0,0,0,0,0,14
1644,4,29,1266.62,21,619,25,23,0,1,0,6,22,4,25,0,1,0,0,0,0,0,711.78,86.94,0,20.87,238.4,4.39,0,15.57,176.67,0,12,0,0,0,0,0,1266.62,25,0,0,0,0,0,25
1645,3,16,382.49,17,87,4,8,6,0,0,4,3,2,10,1,2,0,0,0,0,0,16.61,64.91,88.44,15.97,24.31,0,0,83.3,76.39,9.08,3.48,0,0,0,0,0,382.49,10,0,0,0,0,0,13
1646,2,20,534.25,53,246,20,12,0,0,0,1,8,0,16,1,0,1,0,0,0,0,309.2,64.09,0,0.99,65.9,0,0,0,73.09,0.99,0,19.99,0,0,0,0,534.25,20,0,0,0,0,0,18
1647,3,26,448.57,58,327,24,16,0,4,0,3,13,6,21,18,3,0,0,0,0,0,168.72,42.24,0,5.68,75.07,16.69,0,6.04,69.86,49.3,14.97,0,0,0,0,0,448.57,24,0,0,0,0,0,23
1648,3,24,415.8,22,177,12,15,0,1,0,4,10,5,18,7,0,0,0,0,0,0,96.03,17.23,0,17.22,87.15,7.77,0,23.46,110.37,56.5,0,0,0,0,0,0,415.73,18,0,0.07,0,0,0,21
1649,1,7,112.22,26,34,5,2,0,2,0,0,0,0,1,2,0,0,0,0,0,0,30.14,7.71,0,0,0,29.81,0,0,7.31,3.25,0,0,0,0,0,0,78.22,5,0,34,0,0,0,6
1650,4,23,1214.2,20,459,20,17,1,1,0,2,11,2,21,1,0,0,0,0,0,0,451.29,159.74,29.9,21.03,117.81,21.99,0,13.43,388.88,10.13,0,0,0,0,0,0,1214.2,21,0,0,0,0,0,19
1651,1,48,2576.43,38,909,46,44,1,2,0,12,31,6,39,0,2,0,0,0,0,0,951.18,631.18,132.95,43.08,287.01,7.48,0,21.66,434.79,0,15.98,0,0,0,0,0,2525.31,46,0,51.12,0,0,0,47
1652,1,29,958.72,32,477,26,6,1,7,0,2,16,3,19,0,1,0,0,0,0,0,473.14,27.35,27.98,1.58,111.79,32.42,0,27.68,230.79,0,22.99,0,0,0,0,0,955.72,26,0,3,0,0,0,28
1653,6,8,156.5,18,44,6,4,0,1,0,2,1,0,4,0,1,0,0,0,0,0,69.14,17.29,0,14.36,4.68,10.1,0,0,35.94,0,4.99,0,0,0,0,0,156.5,6,0,0,0,0,0,2
1654,16,2,234.89,20,41,2,1,1,0,0,1,2,0,2,0,0,0,0,0,0,0,124.28,9.27,90.95,1.18,6.38,0,0,0,2.83,0,0,0,0,0,0,0,234.89,2,0,0,0,0,0,-14
1655,11,2,112.44,18,32,2,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,50.63,18.87,0,0,4.62,25.54,0,0,12.78,0,0,0,0,0,0,0,112.44,2,0,0,0,0,0,-9
1656,0,6,178.71,17,54,5,1,0,0,0,1,3,0,3,0,1,1,0,0,0,0,60.27,22.09,0,0.98,44.49,0,0,0,13.94,0,21.95,14.99,0,0,0,0,178.71,5,0,0,0,0,0,6
1657,2,44,1459.94,18,444,43,19,0,0,0,5,11,2,36,0,0,0,0,0,0,0,655.94,358.69,0,20.78,119.27,0,0,33.84,271.42,0,0,0,0,0,0,0,1459.94,43,0,0,0,0,0,42
1658,10,11,184.04,16,88,11,6,0,0,0,0,1,0,8,1,0,0,0,0,0,0,115.33,14.92,0,0,1.99,0,0,0,47.81,3.99,0,0,0,0,0,0,184.04,11,0,0,0,0,0,1
1659,0,20,503.76,29,302,15,11,1,0,0,3,12,4,12,2,0,0,0,0,0,0,261.2,32.64,20.95,3.77,64.03,0,0,13.23,102.84,4.98,0,0,0,0,0,0,503.64,15,0,0.12,0,0,0,20
1660,0,36,1759.66,55,595,35,18,1,2,0,9,25,2,29,2,1,0,0,0,0,0,809.21,138.39,44.98,65.41,285.6,19.83,0,16.2,366.08,1.98,11.98,0,0,0,0,0,1759.66,35,0,0,0,0,0,36
1661,0,11,230.8,21,104,9,2,0,0,0,3,5,3,8,3,1,0,0,0,0,0,85.75,7.47,0,13.23,25.18,0,0,8.09,64.47,16.14,10.47,0,0,0,0,0,230.8,9,0,0,0,0,0,11
1663,0,52,2529.99,54,1194,52,31,5,2,0,13,33,22,46,2,4,0,0,0,0,0,1336.49,158,32.96,140.97,258.04,29.89,0,148.38,368.86,13.45,41.95,0,0,0,0,0,2528.99,55,0,1,0,0,0,52
1664,7,2,13.32,34,4,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.34,0,0,0,1.04,0,0,0,1.94,0,0,0,0,0,0,0,13.32,2,0,0,0,0,0,-5
1665,8,15,399.98,40,96,14,9,0,1,0,2,5,0,8,0,0,0,0,0,0,0,166.55,76.39,0,21.96,49.98,5.99,0,0,78.11,0,0,0,0,0,0,0,398.98,14,0,1,0,0,0,7
1666,14,5,66.81,16,19,2,2,0,0,0,0,1,3,2,0,0,0,0,0,0,0,16.26,4.67,0,0,5.58,0,0,36.92,3.38,0,0,0,0,0,0,0,66.81,3,0,0,0,0,0,-9
1667,31,2,54.49,22,17,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,10.23,2.01,0,3.29,10.47,3.05,0,0,1.48,0,0,23.96,0,0,0,0,54.49,1,0,0,0,0,0,-29
1668,3,19,590.91,20,287,15,9,1,1,0,2,12,4,13,1,4,0,0,0,0,0,205.14,20.24,122.97,3.48,96.07,6.49,0,21.29,88.88,2.39,20.96,0,0,0,0,0,587.91,15,0,3,0,0,0,16
1669,2,16,451.72,29,112,12,3,0,0,0,8,8,1,7,2,0,0,0,0,0,0,210,17.46,0,107.14,72.73,0,0,9.09,25.32,9.98,0,0,0,0,0,0,451.72,12,0,0,0,0,0,14
1670,1,47,3856.11,41,1065,35,21,3,2,0,15,27,21,28,22,3,1,0,0,0,0,1531.88,224.87,39.47,204.54,709.76,16.64,0,182.74,501.88,327.96,92.42,19.95,0,0,0,0,3852.11,35,0,4,0,0,0,46
1671,0,44,4311.63,54,798,43,19,2,1,0,18,30,13,34,1,3,0,0,0,0,0,2546.09,429.71,22.99,125.75,416.12,3.7,0,61.77,606.6,2.97,95.93,0,0,0,0,0,4311.63,43,0,0,0,0,0,44
1672,0,33,567.09,26,144,10,1,0,1,0,6,2,1,7,29,1,0,0,0,0,0,37.92,4.99,0,25.74,5.57,3.79,0,1.25,23.38,460.46,3.99,0,0,0,0,0,567.09,29,0,0,0,0,0,33
1673,0,8,55.39,22,43,7,5,0,0,0,0,3,0,5,1,0,0,0,0,0,0,31.97,4.33,0,0,5.05,0,0,0,13.45,0.59,0,0,0,0,0,0,55.39,7,0,0,0,0,0,8
1675,1,3,105.83,21,45,3,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,71.64,8.32,0,0,11.27,0,0,1.25,13.35,0,0,0,0,0,0,0,105.83,3,0,0,0,0,0,2
1676,5,7,329.7,36,92,3,1,2,0,0,1,3,4,3,0,2,0,0,0,0,0,119.99,10.59,53.96,5.76,13.06,0,0,62.88,49.49,0,13.97,0,0,0,0,0,329.7,4,0,0,0,0,0,2
1677,7,6,81.61,23,55,6,1,0,0,0,1,3,0,3,0,0,0,0,0,0,0,52.83,0.1,0,4.98,14.76,0,0,0,8.94,0,0,0,0,0,0,0,81.61,6,0,0,0,0,0,-1
1678,6,14,330.73,25,142,10,11,1,0,0,3,9,1,10,2,0,0,0,0,0,0,63.09,90.93,5.98,5.26,84.61,0,0,1,75.28,4.58,0,0,0,0,0,0,330.73,11,0,0,0,0,0,8
1679,2,13,569.77,18,185,12,5,2,0,0,2,9,1,12,0,1,0,0,0,0,0,215.41,30.54,21.98,8.29,33.61,0,0,2,176.99,0,80.95,0,0,0,0,0,569.77,12,0,0,0,0,0,11
1680,0,50,1748.93,45,874,48,18,1,0,0,10,28,11,44,7,1,0,0,1,0,0,1012.72,51.3,4.99,64.01,121.13,0,0,53,391.49,21.36,14.99,0,0,9.9,0,0,1744.89,48,0,4.04,0,0,0,50
1681,0,47,972.21,36,441,41,6,2,3,0,13,26,16,37,10,0,0,0,0,0,0,343.51,11.08,16.99,61.26,177.46,30.67,0,96.13,201.37,31.74,0,0,0,0,0,0,970.21,41,0,2,0,0,0,47
1682,1,19,238.62,18,107,10,7,0,0,0,2,7,1,12,2,0,0,0,0,0,0,57.13,23.66,0,15.98,48.35,0,0,2.6,81.32,9.58,0,0,0,0,0,0,238.62,12,0,0,0,0,0,18
1683,0,29,344.51,23,171,26,0,0,0,0,0,14,0,22,0,0,0,0,0,0,0,222.26,0,0,0,38.58,0,0,0,83.67,0,0,0,0,0,0,0,344.51,26,0,0,0,0,0,29
1686,0,47,3935.92,35,1248,46,27,0,0,0,13,33,7,42,11,2,0,0,0,0,0,2073.59,284.88,0,160.08,443.6,0,0,55.79,831.46,72.54,13.98,0,0,0,0,0,3935.92,46,0,0,0,0,0,47
1687,4,9,187.19,18,107,5,3,1,0,0,3,7,2,6,3,0,0,0,0,0,0,68.84,12.57,5,7.28,44.03,0,0,5.98,36.62,5.37,0,0,0,0,0,0,185.69,7,0,1.5,0,0,0,5
1688,4,9,983.17,21,237,9,6,1,0,0,2,6,0,8,0,0,0,0,0,0,0,421.9,90.32,1.99,20.48,182.24,0,0,0,266.24,0,0,0,0,0,0,0,983.17,9,0,0,0,0,0,5
1689,49,3,16.9,22,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,0,0,0,0,0,0,0,0,16.9,2,0,0,0,1,0,-46
1690,44,1,31.24,19,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14.54,2.7,0,0,0,0,0,0,0,31.24,1,0,0,0,0,0,-43
1692,20,5,197.19,21,81,5,1,0,0,0,2,2,0,4,1,0,0,0,0,0,0,130.43,9.23,0,5.96,11.46,0,0,0,36.62,3.49,0,0,0,0,0,0,197.19,5,0,0,0,0,0,-15
1693,18,2,48.26,17,16,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,15.95,0,7.99,0,9.38,0,0,13.94,0,0,0,0,0,0,0,0,47.26,1,0,1,0,0,0,-16
1694,1,15,568.37,42,167,15,14,0,0,0,2,5,0,12,0,0,0,0,0,0,0,236.38,209.65,0,20.73,55.4,0,0,0,46.11,0,0,0,0,0,0,0,568.27,15,0,0.1,0,0,0,14
1696,4,10,891.89,17,212,10,3,1,0,0,0,7,1,9,0,0,3,0,0,0,0,198.96,36.52,4.99,0,337.4,0,0,2.9,293.15,0,0,17.97,0,0,0,0,891.89,10,0,0,0,0,0,6
1697,0,35,2549.85,65,711,29,9,12,0,0,9,19,12,24,13,1,3,0,0,0,0,1013.29,35.89,315.14,109.7,463.68,0,0,156.17,183.73,233.8,7.99,30.46,0,0,0,0,2549.85,29,0,0,0,0,0,35
1700,0,40,1417.93,44,413,37,16,0,0,0,6,26,21,27,10,2,0,0,0,0,0,500.7,51.36,0,45.77,429.46,0,0,36.38,226.54,88.79,35.93,0,0,0,0,0,1414.93,37,0,3,0,0,0,40
1701,41,1,26.13,19,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.64,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.13,1,0,0,0,0,0,-40
1702,2,29,1495.53,27,467,29,17,0,0,0,1,12,2,27,1,0,0,0,0,0,0,741.93,110.29,0,5.29,82.01,0,0,4.78,546.24,4.99,0,0,0,0,0,0,1495.53,29,0,0,0,0,0,27
1703,1,35,721.91,20,306,33,10,0,0,0,2,17,0,29,2,1,0,0,0,0,0,474.41,64.02,0,13.67,43.09,0,0,0,118.45,2.28,5.99,0,0,0,0,0,721.91,33,0,0,0,0,0,34
1704,2,12,492.46,32,103,9,3,3,0,0,3,9,4,7,0,0,0,0,0,0,0,131.25,14.49,11.92,9.46,249.2,0,0,36.9,39.24,0,0,0,0,0,0,0,492.46,9,0,0,0,0,0,10
1705,19,4,157.3,18,34,3,2,0,0,0,1,1,1,4,0,0,0,0,0,0,0,48.79,15.07,0,16.99,17.23,0,0,1,58.22,0,0,0,0,0,0,0,157.3,4,0,0,0,0,0,-15
1706,0,28,1762.78,67,808,27,25,0,0,0,3,26,2,25,3,0,0,0,0,0,0,764.17,229.22,0,5.18,363.37,0,0,2.79,378.68,19.37,0,0,0,0,0,0,1762.78,27,0,0,0,0,0,28
1707,3,2,18.81,21,10,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15.22,0,0,0,1.61,0,0,0,1.98,0,0,0,0,0,0,0,18.81,2,0,0,0,0,0,-1
1708,0,50,5151.44,32,1655,47,31,3,5,0,9,25,16,42,1,1,0,0,0,0,0,2290.07,172.78,40.97,49.37,665.31,50.73,0,501.42,1354.86,12.99,12.94,0,0,0,0,0,5151.44,47,0,0,0,0,0,50
1709,12,7,125.96,19,35,1,1,1,1,0,0,4,5,3,0,0,0,0,0,0,0,16.98,3.69,13.98,0,38.43,13.11,0,28.85,10.92,0,0,0,0,0,0,0,125.96,5,0,0,0,0,0,-5
1710,0,32,2193.65,49,690,31,23,2,6,0,4,18,4,31,11,0,0,0,0,0,0,1082.6,153.62,69.96,24.87,215.96,92.41,0,32.92,436.52,80.79,0,0,0,0,0,0,2189.65,31,0,4,0,0,0,32
1711,12,17,611.72,19,194,16,10,0,0,0,5,7,0,16,0,0,0,0,0,0,0,259.58,129.14,0,50.26,25.46,0,0,0,139.52,0,0,0,0,0,0,0,603.96,16,0,7.76,0,0,0,5
1712,16,10,83.92,21,49,9,1,0,0,0,0,2,0,6,0,0,0,0,0,0,0,42.01,0.49,0,0,6.68,0,0,0,34.74,0,0,0,0,0,0,0,83.92,9,0,0,0,0,0,-6
1713,0,50,2386.81,63,761,48,28,1,0,0,12,37,6,42,3,3,0,0,0,0,0,930.72,98.83,2.29,31.84,831.37,0,0,33,399.05,9.75,49.96,0,0,0,0,0,2386.81,48,0,0,0,0,0,50
1714,1,22,579.82,26,284,21,15,2,1,0,2,7,4,15,4,1,0,0,0,0,0,302.69,57.97,9.98,30.64,52.69,2.99,0,13.09,84.38,24.39,1,0,0,0,0,0,579.82,21,0,0,0,0,0,21
1715,4,8,642.51,66,293,7,5,4,0,0,4,7,2,6,1,0,0,0,0,0,0,268.55,55.33,72.63,7.42,105.12,0,0,2.43,126.95,4.08,0,0,0,0,0,0,642.51,7,0,0,0,0,0,4
1716,1,20,508.01,47,171,13,11,0,2,0,8,7,2,10,0,7,0,0,0,0,0,157.48,30.73,0,75.39,34.55,31.16,0,27.4,45.39,0,105.91,0,0,0,0,0,508.01,13,0,0,0,0,0,19
1717,0,25,2556.38,44,953,22,20,0,0,0,2,23,5,23,0,0,0,0,0,0,0,1450.04,106.53,0,29.98,611.45,0,0,5.87,352.51,0,0,0,0,0,0,0,2556.38,23,0,0,0,0,0,25
1718,0,52,2287.5,69,767,52,41,0,0,0,5,39,3,48,1,1,0,0,0,0,0,1517.22,199.58,0,21.04,264.82,0,0,6.38,246.49,1.49,29.98,0,0,0,0,0,2287,59,0,0.5,0,0,0,52
1719,0,43,2549.59,41,883,39,34,2,0,0,5,18,8,34,0,6,0,0,0,0,0,930.42,543.94,16.98,111.93,234.83,0,0,69.59,593.8,0,47.9,0,0,0,0,0,2549.39,39,0,0.2,0,0,0,43
1720,14,8,384.61,26,68,5,3,1,1,0,4,2,1,6,1,3,0,0,0,0,0,78.92,8.76,30,46.46,33.96,54.9,0,8.2,37.47,9.99,75.95,0,0,0,0,0,384.61,6,0,0,0,0,0,-6
1721,1,50,1874.51,35,961,49,21,6,0,0,9,36,14,47,5,3,0,0,0,0,0,963.45,71.39,91.94,70.56,125.3,0,0,86.68,334.69,49.56,80.94,0,0,0,0,0,1874.51,49,0,0,0,0,0,49
1722,5,8,142.31,16,47,3,3,0,1,0,2,3,1,4,0,1,1,0,0,0,0,13.79,8.27,0,2.49,73.97,8.48,0,0.65,17.68,0,5.99,9.99,0,0,0,0,141.31,4,0,1,0,0,0,3
1723,2,33,693.55,26,291,33,14,1,1,0,4,7,2,14,1,0,0,1,0,0,0,388.57,53.07,19.99,93.61,65,8.49,0,3,55.84,3.99,0,0,1.99,0,0,0,693.55,33,0,0,0,0,0,31
1724,0,52,1083.93,67,683,52,46,0,0,0,0,23,0,43,2,0,0,0,0,0,0,711.44,155.03,0,0,48.31,0,0,0,159.74,9.41,0,0,0,0,0,0,1083.93,53,0,0,0,0,0,52
1725,11,5,64.13,18,28,5,1,0,0,0,1,3,0,2,0,0,0,0,0,0,0,38.15,2.87,0,14.55,5.22,0,0,0,2.34,0,0,0,0,0,0,0,63.13,5,0,1,0,0,0,-6
1726,12,2,10.79,18,5,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3.38,5.82,0,0,0,1.59,0,0,0,0,0,0,0,10.79,2,0,0,0,0,0,-10
1727,2,25,517.97,26,222,22,5,0,0,0,4,3,1,18,1,3,0,0,2,0,0,254.93,22.03,0,52.38,11.62,0,0,15.96,100.21,11.89,24.98,0,0,23.97,0,0,517.97,22,0,0,0,0,0,23
1729,2,15,775.44,19,348,14,12,0,0,0,5,11,8,15,2,1,1,0,0,0,0,203.21,94.26,0,12.84,135.7,0,0,81.35,199.14,3.98,4.99,35.97,0,0,0,0,771.44,15,0,4,0,0,0,13
1730,1,34,2226.57,50,859,33,26,0,2,0,13,25,3,27,0,14,0,0,0,0,0,989.22,56.54,0,102.71,528.84,28.36,0,12.03,283.15,0,225.72,0,0,0,0,0,2226.57,33,0,0,0,0,0,33
1731,0,52,1067.28,53,491,52,51,0,5,0,4,23,1,36,1,0,0,0,0,0,0,589.09,255.94,0,19.53,82.5,11.35,0,5.96,100.77,2,0,0,0,0,0,0,1067.14,54,0,0.14,0,0,0,52
1736,0,46,2397.89,33,1104,44,28,1,4,0,3,19,13,40,28,0,1,0,0,0,0,1347.82,58.29,29.99,8.17,192.45,11.11,0,96.23,420.68,193.16,0,39.99,0,0,0,0,2397.89,44,0,0,0,0,0,46
1737,3,12,426.72,40,182,9,7,1,0,0,2,7,8,9,0,1,0,0,0,0,0,209.16,21.2,2.58,14.96,19.04,0,0,70.15,71.65,0,17.98,0,0,0,0,0,426.72,9,0,0,0,0,0,9
1738,41,1,95.68,29,30,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,58.34,0,0,0,24.16,0,0,0,13.18,0,0,0,0,0,0,0,95.68,1,0,0,0,0,0,-40
1739,2,3,133.32,23,29,2,2,1,0,0,0,0,0,2,0,2,0,0,0,0,0,15.67,3.5,42.99,0,0,0,0,0,18.2,0,52.96,0,0,0,0,0,133.32,2,0,0,0,0,0,1
1740,1,25,4439.66,63,908,23,22,1,1,0,10,24,10,24,15,2,0,0,0,0,1,1086.61,115.31,1.99,245.07,1461.12,3.39,0,177.15,1014.45,236.69,76.9,0,0,0,0,11.98,4430.66,24,0,9,0,0,0,24
1741,10,9,465.38,19,135,9,5,0,0,0,1,7,0,8,1,0,0,0,0,0,0,161.72,40.88,0,19.15,93.52,0,0,0,120.11,22,0,0,0,0,0,0,457.38,9,0,8,0,0,0,-1
1742,0,52,6345.38,52,2229,50,50,0,0,0,16,51,2,52,2,0,0,0,0,0,0,2961.17,668.78,0,49.59,1206.04,0,0,3.58,1453.98,1.98,0,0,0,0,0,0,6345.12,52,0,0.26,0,0,0,52
1743,0,12,730.68,43,215,10,9,0,0,0,3,8,1,11,1,1,0,0,0,0,0,264.96,56.63,0,34.3,210.2,0,0,3.88,134.85,0.89,23.97,0,0,0,0,0,729.68,11,0,1,0,0,0,12
1745,5,5,222.87,19,35,4,2,0,0,0,0,4,2,3,0,0,0,0,0,0,0,52.71,10.07,0,0,95.38,0,0,51.51,13.2,0,0,0,0,0,0,0,222.87,4,0,0,0,0,0,0
1746,1,31,1738.75,19,608,28,15,1,4,0,3,21,6,26,2,2,0,0,0,0,0,766.71,68.31,1.99,15.17,415.14,86.66,0,41.26,279.08,14.47,42.96,0,0,0,0,0,1731.75,28,0,7,0,0,0,30
1747,1,45,1484.57,35,636,39,18,1,0,0,8,27,4,39,7,1,3,0,0,0,0,647.98,190.59,4.99,27.77,188.58,0,0,30.48,334.27,18.95,27.98,12.98,0,0,0,0,1484.57,39,0,0,0,0,0,44
1748,47,1,6.48,20,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0,0,2.49,0,0,0,0,0,0,0,6.48,1,0,0,0,0,0,-46
1749,3,17,930.56,26,306,17,4,1,0,0,5,10,0,10,2,0,0,0,0,0,0,673.67,10.98,5,16.94,119.89,0,0,0,95.71,7.24,0,0,0,0,0,0,929.43,17,0,1.13,0,0,0,14
1750,40,1,3.52,23,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0.9,0,0,0,0,0,0,0,3.52,1,0,0,0,0,0,-39
1751,2,26,1241.41,54,501,24,21,0,0,0,10,23,3,20,1,2,0,0,0,0,0,327.11,226.71,0,141.13,275.05,0,0,4.07,226.53,14.99,24.98,0,0,0,0,0,1240.57,24,0,0.84,0,0,0,24
1752,0,31,910.62,73,372,29,15,7,4,0,3,14,13,26,7,5,0,0,0,0,0,252.95,67.35,53.79,12.83,87.88,75.69,0,26.99,178.82,39.41,111.91,0,0,0,0,0,907.62,29,0,3,0,0,0,31
1754,1,6,166.48,33,71,5,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,92.26,0,0,16.37,30.38,0,0,0,27.47,0,0,0,0,0,0,0,166.48,5,0,0,0,0,0,5
1755,1,23,512.12,17,258,23,1,0,0,0,1,3,0,22,0,0,0,0,0,0,0,288.29,8.74,0,16.97,23.73,0,0,0,174.39,0,0,0,0,0,0,0,512.12,23,0,0,0,0,0,22
1756,0,20,652.27,19,202,13,0,0,0,0,2,13,6,16,12,2,0,0,0,0,0,89.97,0,0,3.98,70.52,0,0,57.14,176.49,72.24,56.93,0,0,0,0,0,527.27,16,0,125,0,0,0,20
1757,23,1,3.06,18,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.04,1.38,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,3.06,1,0,0,0,0,0,-22
1758,0,52,3798.03,46,1489,50,28,7,16,0,18,42,25,46,1,0,14,0,0,0,0,1803.88,96.02,152.39,166.9,634.89,165.36,0,101.74,451.34,2.29,0,223.22,0,0,0,0,3798.03,50,0,0,0,0,0,52
1760,1,21,871.14,22,300,20,13,0,0,0,4,12,0,18,1,4,0,0,0,0,0,337.51,71.13,0,18.72,194.66,0,0,0,218.18,1.98,28.96,0,0,0,0,0,871.14,20,0,0,0,0,0,20
1761,0,49,4800.59,45,1290,49,22,2,7,0,16,35,19,43,6,4,8,0,0,0,0,2066.88,249.71,36.48,168.4,987.66,102.28,0,164.73,720.1,55.11,89.88,158.36,0,0,0,0,4799.59,49,0,1,0,0,0,49
1763,2,38,1713.29,47,646,35,25,0,0,0,2,19,1,28,2,0,0,0,0,0,0,974.59,236.84,0,4.28,155.48,0,0,3.76,336.16,2.18,0,0,0,0,0,0,1713.29,35,0,0,0,0,0,36
1764,1,21,414.52,36,171,17,6,0,0,0,9,4,5,12,7,0,0,0,0,0,0,110.97,12.31,0,185.94,15.29,0,0,9.94,55.63,24.44,0,0,0,0,0,0,414.52,17,0,0,0,0,0,20
1765,0,52,4431.91,56,1814,52,47,16,1,0,16,48,9,52,8,1,0,0,0,0,0,1755.37,462.23,194.28,86.55,948.52,5.29,0,75.93,822.86,29.9,49.98,0,0,0,0,0,4430.91,55,0,1,0,0,0,52
